,age,job,marital,education,default,housing,loan,contact,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
15431,28,4,2,6,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15432,42,0,1,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15433,42,0,1,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15434,57,1,1,2,1,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15435,22,1,2,0,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15436,30,1,1,3,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15438,31,1,0,2,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15439,33,0,1,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15440,46,0,2,6,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15441,49,10,0,6,0,2,2,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15442,26,1,1,2,0,0,2,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15443,47,1,1,2,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15444,49,9,1,5,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15445,36,4,2,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15446,44,7,1,0,1,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15447,49,9,1,5,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15448,45,3,1,6,1,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15449,47,9,0,5,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15450,32,7,2,5,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15451,45,0,0,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15452,45,3,0,0,1,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15453,44,2,1,5,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15454,25,2,2,2,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15455,25,2,2,2,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15456,37,2,1,2,1,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15457,30,0,1,3,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15458,26,1,1,2,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15459,46,1,1,0,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15460,36,3,0,0,1,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15461,26,1,1,2,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15462,30,10,0,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15463,49,7,0,1,1,2,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15464,51,7,1,0,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15465,31,0,2,6,0,2,2,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15466,50,0,0,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15467,25,7,2,3,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15469,45,1,0,0,1,2,0,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15471,35,9,1,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15472,26,0,2,3,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15473,49,7,0,1,1,0,0,1,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15474,57,5,0,0,1,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15475,59,4,1,2,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15477,32,1,2,0,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15478,24,1,2,2,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15479,43,1,1,0,1,2,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15480,60,0,0,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15482,33,7,1,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15483,46,0,2,6,0,2,0,1,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15484,31,9,0,3,0,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15485,56,1,1,0,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15486,25,0,2,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15487,43,1,1,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15488,43,9,2,6,0,2,0,1,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15489,33,4,2,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15490,42,0,1,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15491,52,0,1,3,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15493,33,0,1,3,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15494,37,1,1,0,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15495,27,9,2,2,1,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15496,53,6,1,6,1,0,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15497,37,9,1,5,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15498,46,0,2,6,0,0,0,0,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15499,34,0,2,3,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15500,39,1,1,2,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15501,38,2,1,2,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15502,26,7,2,3,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15503,42,0,2,6,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15504,47,9,1,5,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15505,29,4,2,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15506,46,4,0,6,0,2,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15507,37,2,2,5,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15508,38,2,1,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15509,43,1,1,3,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15510,30,0,1,3,1,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15511,47,0,2,6,0,0,2,1,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15512,20,8,2,6,0,2,0,0,11.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15513,33,2,1,1,0,2,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15514,25,1,2,1,0,0,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15515,24,9,2,5,0,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15516,38,2,1,2,0,0,2,1,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15517,25,9,2,6,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15518,56,0,1,6,0,0,0,1,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15519,41,0,2,6,0,2,0,0,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15520,37,9,1,5,0,2,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15521,29,4,2,2,0,2,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15523,35,9,2,6,0,2,0,0,10.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15524,49,9,1,5,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15525,41,6,1,2,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15526,25,9,2,3,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15527,39,1,2,0,1,2,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15528,31,1,2,2,1,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15529,45,3,0,0,1,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15530,47,0,1,3,1,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15532,44,6,1,3,1,0,0,0,11.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15533,33,9,1,3,0,2,0,0,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15534,36,1,1,2,0,0,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15535,56,0,1,6,0,0,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15536,36,0,0,3,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15537,41,6,1,2,1,0,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15538,30,9,1,5,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15539,38,7,1,3,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15540,60,0,0,3,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15541,51,5,1,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15542,39,1,2,0,1,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15543,44,7,1,0,1,0,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15544,41,3,1,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15545,24,1,1,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15546,28,0,1,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15547,26,1,1,2,0,2,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15548,31,7,2,6,0,0,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15549,29,0,1,2,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15550,56,0,1,6,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15551,29,7,2,3,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15552,32,2,2,6,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15553,26,7,2,3,0,2,0,1,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15554,31,9,1,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15555,36,7,0,0,1,0,0,0,9.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15556,28,9,2,6,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15557,24,9,2,7,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15558,43,1,1,2,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15559,36,3,2,0,1,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15560,26,7,2,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15561,24,1,2,2,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15562,25,7,2,7,0,0,0,1,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15563,28,0,2,7,0,2,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15564,26,7,2,3,0,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15565,28,0,2,3,0,0,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15566,35,1,1,2,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15567,53,1,1,0,1,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15568,21,1,2,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15569,29,2,1,5,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15570,33,0,1,6,0,0,0,0,10.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15571,41,6,1,2,1,0,0,0,8.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15572,39,1,1,2,0,2,2,1,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15573,31,1,2,6,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15574,53,9,1,5,1,2,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15575,38,2,0,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15576,29,0,2,6,1,2,0,0,8.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15577,29,0,2,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15578,21,0,1,7,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15579,29,0,2,6,0,0,0,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15580,39,1,2,0,1,0,0,1,24.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15581,34,1,1,2,1,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15582,37,9,1,5,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15583,25,9,1,5,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15584,33,9,1,5,0,0,2,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15585,22,8,2,3,0,0,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15586,30,0,1,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15587,31,1,0,7,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15589,57,0,1,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1
15590,51,1,1,1,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15591,44,1,0,1,1,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0
15592,26,1,2,2,1,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15593,37,1,1,2,1,0,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15594,44,0,2,2,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15595,29,6,2,6,0,2,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15596,37,9,2,5,0,0,0,1,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15597,30,4,1,6,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15598,39,9,2,5,0,2,0,1,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15599,30,1,1,0,1,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15600,27,1,2,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15601,33,0,2,6,0,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15602,26,1,2,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15603,28,1,1,2,0,0,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15604,38,9,1,5,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15605,26,0,2,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15606,30,9,2,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15607,54,1,1,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15608,34,1,1,3,0,2,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15609,24,1,1,2,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15610,25,7,2,3,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15611,39,1,2,2,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15613,43,0,1,3,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1
15614,26,7,1,3,0,2,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15615,36,7,2,3,0,2,0,0,8.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15616,33,1,1,7,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15617,52,3,0,2,1,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15618,39,0,2,6,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15619,59,5,1,0,1,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15620,27,8,2,3,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15621,55,2,1,6,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15622,25,1,1,2,0,2,0,0,16.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15623,48,7,0,3,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15624,54,1,1,0,0,0,0,0,5.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15625,22,1,2,2,0,2,0,1,7.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15626,60,5,1,6,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15627,35,1,1,7,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,98.5,5228.1,0
15628,26,0,0,2,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15629,31,7,2,3,0,0,2,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15630,43,1,1,2,1,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15631,30,9,2,6,0,2,0,1,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15632,33,1,1,7,0,0,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15633,27,9,2,5,0,0,0,0,7.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15634,20,8,2,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15635,41,1,1,0,1,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15636,50,1,1,0,1,2,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15637,28,1,1,2,1,0,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15638,30,4,2,6,0,2,0,1,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15639,33,1,1,1,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15640,36,1,1,0,0,2,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15641,24,0,2,5,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15642,40,4,1,6,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1
15643,45,0,1,6,1,2,0,0,11.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15644,48,7,0,3,0,0,2,1,7.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15645,29,1,1,2,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15647,36,6,2,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15648,32,0,0,2,0,2,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15649,32,0,2,3,1,0,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15650,26,0,1,3,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15653,28,9,1,2,0,1,1,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15654,25,9,2,5,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15655,51,1,1,0,1,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15656,50,2,1,2,1,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15657,28,9,1,2,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15658,35,1,1,0,1,0,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15659,48,7,0,3,0,0,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15660,30,9,2,6,0,0,0,0,20.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15661,30,0,2,6,0,2,2,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15662,34,9,0,5,0,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15663,27,0,2,3,1,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1
15664,27,6,2,5,0,0,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15665,26,9,2,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15667,38,1,0,3,0,2,0,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15668,36,0,0,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15669,30,4,2,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15670,46,1,1,2,0,0,0,0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15671,35,9,1,5,0,0,2,0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15672,49,4,1,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15673,30,9,2,6,0,2,2,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15675,27,1,2,2,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15676,27,1,2,2,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15677,40,6,1,3,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15678,59,1,1,0,1,1,1,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15679,46,4,2,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,99.4,5228.1,0
15680,49,4,1,6,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15681,31,1,2,3,0,0,0,0,6.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15682,47,9,2,5,1,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15683,26,0,1,3,0,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15684,36,1,1,3,1,2,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15685,29,1,1,0,0,2,2,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15686,35,0,2,6,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15687,25,0,2,2,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15689,37,1,2,1,1,0,0,1,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15690,36,7,0,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15692,41,1,2,6,0,0,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15693,46,1,2,1,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15694,28,0,2,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15695,27,9,2,5,0,0,0,0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15696,28,1,1,0,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15697,54,1,1,0,0,2,2,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15698,34,0,1,3,0,2,2,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15699,34,0,1,3,0,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
15700,55,1,1,0,1,2,0,0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0
